hostname,pl_name,default_flag,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2
Kepler-200,Kepler-200 b,0,2018-09-25,2,0.083461968202581,,,,,,,,,,,,,,,,,
Kepler-219,Kepler-219 d,0,2018-09-25,3,0.2606900845038667,,,,,,,,,,,,,,,,,
Kepler-264,Kepler-264 b,0,2014-11-21,2,0.2542,,,4.86,1.21,-2.27,,,,0.0,,,85.94,,,,,
Kepler-202,Kepler-202 b,0,2017-05-08,2,0.0449,,,1.53,0.11,-0.04,,,,0.0,,,89.62,,,,,
Kepler-212,Kepler-212 c,0,2016-05-06,2,0.2021798105219979,,,2.37,0.4,-0.35,,,,,,,,,,,,
Kepler-42,Kepler-42 b,0,2013-10-28,3,0.019,,,3.46,,,,,,0.0,,,86.52,,,,,
Kepler-967,Kepler-967 b,0,2013-10-28,2,0.1,,,2.42,0.79,-0.79,,,,0.0,,,88.81,,,,,
Kepler-319,Kepler-319 c,0,2017-05-08,3,0.0682,,,2.96,0.33,-0.23,,,,0.0,,,86.78,,,,,
Kepler-248,Kepler-248 b,0,2014-11-18,2,0.0654,,,3.16,0.27,-0.1,,,,0.0,,,88.24,,,,,
Kepler-84,Kepler-84 b,0,2014-11-18,5,0.0831,,,2.75,1.11,-0.31,,,,0.0,,,80.79,,,,,
Kepler-178,Kepler-178 b,0,2013-10-28,3,0.085,,,2.9,1.2,-1.2,,,,0.0,,,88.81,,,,,
Kepler-292,Kepler-292 b,0,2014-11-18,5,0.0358,,,1.65,0.63,-0.16,,,,0.0,,,86.52,,,,,
Kepler-350,Kepler-350 c,0,2018-09-25,3,0.1469894664682348,,,,,,,,,,,,,,,,,
Kepler-260,Kepler-260 b,0,2013-10-28,2,0.077,,,2.04,0.9,-0.9,,,,0.0,,,88.81,,,,,
Kepler-322,Kepler-322 c,0,2017-05-08,2,0.05,,,1.63,0.15,-0.11,,,,0.0,,,89.77,,,,,
Kepler-330,Kepler-330 c,0,2014-11-21,2,0.116,,,2.21,0.35,-0.16,,,,0.0,,,88.81,,,,,
Kepler-1336,Kepler-1336 c,0,2015-08-25,2,0.0621,,,1.03,0.44,-0.07,,,,0.0,,,88.81,,,,,
Kepler-466,Kepler-466 b,0,2017-05-08,2,0.2671,,,2.75,0.39,-0.28,,,,0.0,,,89.98,,,,,
Kepler-362,Kepler-362 c,0,2017-05-08,2,0.2221,,,2.01,0.31,-0.16,,,,0.0,,,89.83,,,,,
Kepler-399,Kepler-399 c,0,2015-08-25,3,0.1558,,,1.58,0.28,-0.11,,,,0.0,,,89.38,,,,,
Kepler-288,Kepler-288 b,0,2014-11-18,3,0.0638,,,1.64,0.59,-0.25,,,,0.0,,,89.38,,,,,
Kepler-288,Kepler-288 d,0,2018-09-25,3,0.2895874212402322,,,,,,,,,,,,,,,,,
KIC 9663113,KIC 9663113 b,0,2013-10-28,2,1.369,,,5.0,1.7,-1.7,,,,0.0,,,89.38,,,,,
Kepler-290,Kepler-290 b,0,2016-05-06,3,0.1080190128903966,,,2.12,0.14,-0.13,,,,,,,,,,,,
Kepler-291,Kepler-291 c,0,2013-10-28,2,0.063,,,1.76,0.83,-0.83,,,,0.0,,,86.52,,,,,
Kepler-375,Kepler-375 b,0,2017-05-08,2,0.1007,,,2.5,0.41,-0.5,,,,0.0,,,87.38,,,,,
Kepler-288,Kepler-288 c,0,2013-10-28,3,0.145,,,3.08,0.82,-0.82,,,,0.0,,,88.81,,,,,
Kepler-370,Kepler-370 c,0,2017-05-08,2,0.1374,,,2.04,0.27,-0.15,,,,0.0,,,88.73,,,,,
Kepler-1065,Kepler-1065 c,0,2014-11-18,2,0.0344,,,1.56,0.67,-0.12,,,,0.0,,,87.66,,,,,
Kepler-1649,Kepler-1649 c,0,2018-09-25,2,0.083015101862368,,,,,,,,,,,,,,,,,
Kepler-187,Kepler-187 c,0,2017-05-08,2,0.0966,,,2.87,0.52,-0.42,,,,0.0,,,85.61,,,,,
K2-8,K2-8 b,1,2016-07-06,2,0.0856,0.0014,-0.0014,3.58,0.71,-0.71,,,,,,,86.42,2.56,-1.37,,,
Kepler-255,Kepler-255 d,0,2014-11-18,3,0.0202,,,1.37,0.53,-0.1,,,,0.0,,,88.24,,,,,
Kepler-605,Kepler-605 c,0,2013-10-28,2,0.033,,,0.74,0.14,-0.14,,,,0.0,,,87.09,,,,,
Kepler-256,Kepler-256 d,0,2015-08-25,4,0.0651,,,1.65,0.69,-0.15,,,,0.0,,,88.81,,,,,
Kepler-336,Kepler-336 b,0,2015-08-25,3,0.0307,,,0.73,0.31,-0.06,,,,0.0,,,85.37,,,,,
Kepler-276,Kepler-276 d,0,2017-05-08,3,0.2642,,,4.14,0.67,-0.23,,,,0.0,,,87.42,,,,,
Kepler-274,Kepler-274 b,0,2014-11-18,2,0.1002,,,1.8,0.7,-0.21,,,,0.0,,,88.81,,,,,
Kepler-301,Kepler-301 c,0,2015-08-25,3,0.0593,,,1.39,0.59,-0.12,,,,0.0,,,89.95,,,,,
Kepler-366,Kepler-366 b,0,2014-11-21,2,0.0446,,,1.48,0.67,-0.13,,,,0.0,,,87.66,,,,,
Kepler-625,Kepler-625 b,0,2018-09-25,2,0.0798424153669367,,,,,,,,,,,,,,,,,
Kepler-208,Kepler-208 d,0,2017-05-08,4,0.104,,,1.47,0.26,-0.31,,,,0.0,,,89.02,,,,,
Kepler-209,Kepler-209 c,0,2013-10-28,2,0.23,,,4.03,0.41,-0.41,,,,0.0,,,87.66,,,,,
Kepler-308,Kepler-308 b,0,2014-11-18,2,0.089,,,2.23,0.92,-0.2,,,,0.0,,,89.38,,,,,
Kepler-903,Kepler-903 b,0,2013-10-28,2,0.092,,,1.59,0.69,-0.69,,,,0.0,,,83.08,,,,,
Kepler-466,Kepler-466 c,0,2013-10-28,2,0.047,,,1.2,0.08,-0.08,,,,0.0,,,85.94,,,,,
Kepler-304,Kepler-304 c,0,2013-10-28,4,0.053,,,2.6,1.7,-1.7,,,,0.0,,,87.09,,,,,
Kepler-376,Kepler-376 c,0,2014-11-21,2,0.1127,,,1.72,0.3,-0.19,,,,0.0,,,89.95,,,,,
Kepler-524,Kepler-524 b,0,2014-11-21,2,0.079,,,2.16,1.06,-0.41,,,,0.0,,,89.95,,,,,
Kepler-234,Kepler-234 b,0,2014-11-18,2,0.0399,,,3.62,1.82,-0.33,,,,0.0,,,79.64,,,,,
Kepler-228,Kepler-228 b,0,2013-10-28,3,0.037,,,1.56,0.72,-0.72,,,,0.0,,,77.92,,,,,
Kepler-244,Kepler-244 c,0,2014-11-21,3,0.0857,,,2.0,0.72,-0.16,,,,0.0,,,89.38,,,,,
Kepler-273,Kepler-273 b,0,2014-11-21,2,0.0369,,,1.55,0.7,-0.17,,,,0.0,,,89.38,,,,,
Kepler-278,Kepler-278 c,0,2015-08-25,2,0.2938,,,3.36,0.07,-0.08,,,,0.0,,,89.38,,,,,
Kepler-317,Kepler-317 c,0,2018-09-25,2,0.0809779202277927,,,,,,,,,,,,,,,,,
Kepler-1047,Kepler-1047 b,0,2013-10-28,2,0.281,,,2.2,0.94,-0.94,,,,0.0,,,88.24,,,,,
Kepler-380,Kepler-380 b,0,2014-11-18,2,0.0486,,,1.07,0.18,-0.11,,,,0.0,,,89.38,,,,,
Kepler-211,Kepler-211 b,0,2014-11-21,2,0.0493,,,2.49,1.64,-1.11,,,,0.0,,,89.95,,,,,
Kepler-151,Kepler-151 c,0,2018-09-25,2,0.160736578969197,,,,,,,,,,,,,,,,,
Kepler-1050,Kepler-1050 c,0,2014-11-21,2,0.1516,,,1.4,0.64,-0.15,,,,0.0,,,89.95,,,,,
Kepler-208,Kepler-208 b,0,2014-11-21,4,0.0532,,,1.68,1.06,-0.34,,,,0.0,,,89.38,,,,,
Kepler-239,Kepler-239 b,0,2015-08-25,2,0.0939,,,2.36,0.28,-0.18,,,,0.0,,,89.95,,,,,
Kepler-329,Kepler-329 b,0,2015-08-25,2,0.0601,,,1.36,0.16,-0.11,,,,0.0,,,87.66,,,,,
Kepler-42,Kepler-42 d,0,2018-09-25,3,0.0157556050574081,,,,,,,,,,,,,,,,,
Kepler-253,Kepler-253 d,0,2015-08-25,3,0.1291,,,3.17,0.63,-0.23,,,,0.0,,,88.81,,,,,
Kepler-322,Kepler-322 b,0,2014-11-18,2,0.0247,,,0.96,1.09,-0.12,,,,0.0,,,87.66,,,,,
Kepler-326,Kepler-326 b,0,2013-10-28,3,0.033,,,2.92,0.4,-0.4,,,,0.0,,,86.52,,,,,
Kepler-157,Kepler-157 d,0,2017-05-08,3,0.0698,,,1.56,0.23,-0.18,,,,0.0,,,86.8,,,,,
Kepler-331,Kepler-331 b,0,2017-05-08,3,0.0661,,,1.87,0.16,-0.16,,,,0.0,,,89.58,,,,,
Kepler-770,Kepler-770 c,0,2015-08-25,3,0.0238,,,0.95,0.32,-0.07,,,,0.0,,,87.66,,,,,
Kepler-969,Kepler-969 b,0,2013-10-28,2,0.191,,,2.3,1.5,-1.5,,,,0.0,,,88.81,,,,,
Kepler-1370,Kepler-1370 b,0,2014-11-21,2,0.1563,,,1.77,1.26,-0.29,,,,0.0,,,89.95,,,,,
Kepler-208,Kepler-208 e,0,2018-09-25,4,0.1300510459692734,,,,,,,,,,,,,,,,,
Kepler-287,Kepler-287 c,0,2018-09-25,2,0.243713720132472,,,,,,,,,,,,,,,,,
Kepler-758,Kepler-758 c,0,2014-11-18,4,0.0597,,,1.65,0.83,-0.3,,,,0.0,,,83.65,,,,,
Kepler-732,Kepler-732 c,0,2015-08-25,2,0.014,,,1.22,0.17,-0.16,,,,0.0,,,89.38,,,,,
Kepler-223,Kepler-223 b,0,2017-05-08,4,0.0756,,,2.42,0.41,-0.4,,,,0.0,,,85.83,,,,,
Kepler-33,Kepler-33 d,0,2016-09-14,5,0.15753752408648,,,4.58,0.96,-0.96,3.91,1.87,-1.8,,,,,,,,,
Kepler-184,Kepler-184 b,0,2013-10-28,3,0.094,,,2.9,1.6,-1.6,,,,0.0,,,85.37,,,,,
Kepler-402,Kepler-402 b,0,2014-11-21,4,0.0518,,,1.26,0.72,-0.17,,,,0.0,,,86.52,,,,,
Kepler-224,Kepler-224 b,0,2014-11-18,4,0.0383,,,1.5,0.26,-0.1,,,,0.0,,,89.38,,,,,
Kepler-1016,Kepler-1016 b,0,2017-05-08,2,0.0307,,,2.38,0.38,-0.3,,,,0.0,,,82.98,,,,,
Kepler-359,Kepler-359 b,0,2018-09-25,3,0.1703959061478485,,,,,,,,,,,,,,,,,
Kepler-207,Kepler-207 b,0,2014-11-21,3,0.0275,,,1.09,0.56,-0.13,,,,0.0,,,87.66,,,,,
Kepler-191,Kepler-191 d,0,2017-05-08,3,0.0599,,,2.69,0.14,-0.23,,,,0.0,,,86.24,,,,,
Kepler-185,Kepler-185 b,0,2018-09-25,2,0.0257069169630567,,,,,,,,,,,,,,,,,
Kepler-325,Kepler-325 d,0,2017-05-08,3,0.2179,,,2.62,0.3,-0.21,,,,0.0,,,89.39,,,,,
Kepler-120,Kepler-120 b,0,2015-08-25,2,0.0561,,,2.06,0.33,-0.32,,,,0.0,,,89.38,,,,,
Kepler-296,Kepler-296 e,0,2015-08-25,5,0.1492,,,1.08,0.18,-0.17,,,,0.0,,,89.95,,,,,
K2-172,K2-172 c,1,2018-02-14,2,0.1788652182277685,,,3.206,0.189,-0.139,,,,,,,89.497,0.348,-0.528,,,
K2-188,K2-188 c,0,2017-12-14,2,,,,2.9,0.5,-0.3,,,,,,,,,,,,
Kepler-357,Kepler-357 b,0,2014-11-21,3,0.0626,,,1.9,0.55,-0.18,,,,0.0,,,89.95,,,,,
HD 40307,HD 40307 d,0,2015-11-18,5,0.134,0.0029,-0.0029,,,,8.74,0.58,-0.58,0.122,,,,,,,,
Kepler-181,Kepler-181 b,0,2017-05-08,2,0.0391,,,1.5,0.07,-0.11,,,,0.0,,,87.72,,,,,
Kepler-216,Kepler-216 b,0,2017-05-08,2,0.0767,,,2.12,0.36,-0.33,,,,0.0,,,88.11,,,,,
Kepler-1365,Kepler-1365 b,0,2018-09-25,2,0.0763119910120256,,,,,,,,,,,,,,,,,
Kepler-920,Kepler-920 c,0,2019-04-16,2,0.4123377216514027,,,,,,,,,,,,,,,,,
Kepler-373,Kepler-373 b,0,2014-11-21,2,0.0592,,,1.38,0.61,-0.11,,,,0.0,,,89.38,,,,,
Kepler-218,Kepler-218 b,0,2014-11-18,3,0.0459,,,1.72,0.27,-0.16,,,,0.0,,,81.93,,,,,
Kepler-327,Kepler-327 d,0,2014-11-18,3,0.0901,,,1.7,0.18,-0.17,,,,0.0,,,89.38,,,,,
Kepler-233,Kepler-233 b,0,2015-08-25,2,0.0778,,,2.71,0.57,-0.21,,,,0.0,,,89.95,,,,,
HD 5319,HD 5319 b,0,2018-12-03,2,1.57,0.13,-0.13,,,,495.8148,92.1707,-92.1707,0.015,0.016,-0.016,,,,,,
Kepler-238,Kepler-238 b,0,2014-11-18,5,0.0326,,,1.05,0.44,-0.09,,,,0.0,,,87.09,,,,,
Kepler-234,Kepler-234 c,0,2014-11-21,2,0.0765,,,3.51,1.76,-0.32,,,,0.0,,,89.95,,,,,
Kepler-357,Kepler-357 b,0,2017-05-08,3,0.0629,,,1.92,0.07,-0.15,,,,0.0,,,88.31,,,,,
Kepler-223,Kepler-223 b,0,2018-09-25,4,0.075189451945633,,,,,,,,,,,,,,,,,
Kepler-183,Kepler-183 c,0,2015-08-25,2,0.1018,,,2.39,0.9,-0.21,,,,0.0,,,89.95,,,,,
HD 7924,HD 7924 b,0,2018-04-25,3,0.057,,,,,,9.26,,,0.17,0.16,-0.16,,,,,,
Kepler-136,Kepler-136 c,0,2014-11-21,2,0.1329,,,1.8,0.36,-0.17,,,,0.0,,,89.95,,,,,
Kepler-116,Kepler-116 c,1,2014-05-14,2,0.116,,,2.3,0.44,-0.44,,,,,,,,,,,,
Kepler-155,Kepler-155 c,1,2014-05-14,2,0.242,,,2.24,0.15,-0.15,,,,,,,,,,,,
Kepler-118,Kepler-118 b,1,2014-05-14,2,0.073,,,1.96,0.94,-0.94,,,,,,,,,,,,
Kepler-223,Kepler-223 d,0,2016-08-04,4,0.116,,,2.98,1.31,-1.31,,,,,,,,,,,,
Kepler-405,Kepler-405 c,1,2014-05-14,2,0.188,,,4.66,26.65,-26.65,,,,,,,,,,,,
Kepler-288,Kepler-288 d,0,2015-08-25,3,0.2818,,,3.62,1.28,-0.57,,,,0.0,,,87.09,,,,,
Kepler-1086,Kepler-1086 b,0,2015-08-25,2,0.1183,,,2.27,0.16,-0.19,,,,0.0,,,88.81,,,,,
Kepler-400,Kepler-400 b,0,2017-05-08,2,0.085,,,1.62,0.26,-0.2,,,,0.0,,,89.97,,,,,
Kepler-341,Kepler-341 b,0,2013-10-28,4,0.059,,,1.25,0.5,-0.5,,,,0.0,,,82.51,,,,,
Kepler-259,Kepler-259 c,0,2015-08-25,2,0.2155,,,2.71,1.1,-0.21,,,,0.0,,,89.95,,,,,
HD 10180,HD 10180 f,1,2015-06-24,6,0.4929,0.0078,-0.0078,,,,22.94733,1.4938,-1.4938,0.119,0.054,-0.054,,,,,,
HD 102329,HD 102329 b,0,2018-04-25,2,2.03,0.05,-0.05,,,,1875.1,95.3,-95.3,0.211,0.042,-0.042,,,,,,
Kepler-263,Kepler-263 c,0,2013-10-28,2,0.238,,,2.89,0.84,-0.84,,,,0.0,,,89.38,,,,,
HD 34445,HD 34445 d,1,2017-10-23,6,0.4817,0.0033,-0.0033,,,,30.7,3.9,-3.9,0.027,0.051,-0.027,,,,,,
Kepler-243,Kepler-243 b,0,2014-11-18,2,0.0609,,,2.48,0.64,-0.14,,,,0.0,,,89.95,,,,,
Kepler-1143,Kepler-1143 c,0,2015-08-25,2,0.605,,,3.21,0.38,-0.3,,,,0.0,,,89.95,,,,,
Kepler-415,Kepler-415 b,0,2014-11-21,2,0.0446,,,1.61,0.17,-0.14,,,,0.0,,,88.24,,,,,
Kepler-149,Kepler-149 d,0,2017-05-08,3,0.5642,,,4.28,0.5,-0.33,,,,0.0,,,89.64,,,,,
Kepler-228,Kepler-228 d,0,2013-10-28,3,0.099,,,4.1,1.9,-1.9,,,,0.0,,,85.94,,,,,
Kepler-174,Kepler-174 c,1,2014-05-14,3,0.214,,,1.49,0.09,-0.09,,,,,,,,,,,,
Kepler-303,Kepler-303 b,1,2014-05-14,2,0.024,,,0.89,0.05,-0.05,,,,,,,,,,,,
Kepler-301,Kepler-301 c,0,2013-10-28,3,0.06,,,1.5,0.79,-0.79,,,,0.0,,,85.37,,,,,
Kepler-223,Kepler-223 c,0,2015-08-25,4,0.0869,,,2.79,1.02,-0.39,,,,0.0,,,74.48,,,,,
HD 37605,HD 37605 b,0,2018-09-25,2,0.26,0.01,-0.01,,,,902.6372,82.6358,-82.6358,0.737,0.01,-0.01,,,,,,
Kepler-150,Kepler-150 d,0,2015-08-25,5,0.1045,,,2.88,1.17,-0.27,,,,0.0,,,89.95,,,,,
Kepler-160,Kepler-160 b,0,2014-11-21,3,0.0498,,,1.78,0.76,-0.17,,,,0.0,,,89.95,,,,,
Kepler-431,Kepler-431 c,0,2013-10-28,3,0.088,,,1.09,0.64,-0.64,,,,0.0,,,84.22,,,,,
Kepler-162,Kepler-162 b,0,2017-05-08,2,0.068,,,1.39,0.38,-0.2,,,,0.0,,,84.93,,,,,
Kepler-204,Kepler-204 b,0,2017-05-08,2,0.1149,,,2.71,0.4,-0.45,,,,0.0,,,86.44,,,,,
Kepler-221,Kepler-221 c,0,2015-08-25,4,0.0559,,,2.75,0.62,-0.28,,,,0.0,,,89.38,,,,,
Kepler-191,Kepler-191 d,1,2016-05-06,3,0.0605988032880304,,,2.28,0.16,-0.13,,,,,,,,,,,,
Kepler-319,Kepler-319 c,1,2014-05-14,3,0.069,,,2.63,0.37,-0.37,,,,,,,,,,,,
Kepler-732,Kepler-732 b,0,2019-04-16,2,0.0704318438501064,,,,,,,,,,,,,,,,,
Kepler-257,Kepler-257 c,0,2016-07-26,3,0.0643311877511535,,,,,,,,,,,,,,,,,
Kepler-147,Kepler-147 c,0,2016-05-06,2,0.2120991868192578,,,2.78,0.52,-0.69,,,,,,,,,,,,
Kepler-272,Kepler-272 c,0,2016-05-06,3,0.0643741142219812,,,1.87,0.35,-0.14,,,,,,,,,,,,
NY Vir,NY Vir b,1,2019-10-18,2,3.253207121624995,,,,,,845.4278,82.6358,-82.6358,0.15,0.08,-0.08,,,,,,
Kepler-304,Kepler-304 e,0,2014-11-18,4,0.0241,,,1.43,2.95,-0.17,,,,0.0,,,89.38,,,,,
NN Ser,NN Ser c,1,2014-05-14,2,5.35,0.06,-0.06,,,,2329.6,98.52,-98.52,0.08,0.05,-0.05,,,,,,
Kepler-392,Kepler-392 b,0,2014-11-21,2,0.0619,,,1.19,0.6,-0.27,,,,0.0,,,88.24,,,,,
Kepler-331,Kepler-331 d,0,2013-10-28,3,0.172,,,2.19,0.11,-0.11,,,,0.0,,,89.38,,,,,
Kepler-178,Kepler-178 b,1,2014-05-14,3,0.085,,,2.9,1.25,-1.25,,,,,,,,,,,,
Kepler-299,Kepler-299 c,0,2016-07-26,4,0.070834332835513,,,,,,,,,,,,,,,,,
Kepler-259,Kepler-259 c,0,2017-05-08,2,0.2155,,,3.01,0.88,-0.29,,,,0.0,,,88.6,,,,,
Kepler-278,Kepler-278 c,0,2013-10-28,2,0.276,,,2.21,0.22,-0.22,,,,0.0,,,88.24,,,,,
Kepler-605,Kepler-605 b,0,2013-10-28,2,0.042,,,1.39,0.26,-0.26,,,,0.0,,,85.94,,,,,
Kepler-179,Kepler-179 b,0,2014-11-21,2,0.0361,,,1.58,0.36,-0.11,,,,0.0,,,89.95,,,,,
Kepler-108,Kepler-108 b,0,2016-05-06,2,0.2910692206992141,,,8.53,0.5,-0.52,,,,,,,,,,,,
Kepler-284,Kepler-284 c,1,2014-05-14,2,0.213,,,2.61,1.18,-1.18,,,,,,,,,,,,
Kepler-226,Kepler-226 c,0,2016-05-06,3,0.0575806082361696,,,2.89,0.27,-0.36,,,,,,,,,,,,
Kepler-133,Kepler-133 b,0,2016-07-26,2,0.0796514866366046,,,,,,,,,,,,,,,,,
Kepler-225,Kepler-225 b,1,2014-05-14,2,0.056,,,1.2,0.07,-0.07,,,,,,,,,,,,
Kepler-207,Kepler-207 d,1,2014-05-14,3,0.068,,,3.31,0.63,-0.63,,,,,,,,,,,,
Kepler-144,Kepler-144 b,0,2019-04-16,2,0.0662498088725107,,,,,,,,,,,,,,,,,
HD 11964,HD 11964 b,0,2018-11-26,2,3.140423371888494,,,,,,185.29489,9.21707,-9.21707,0.073,0.051,-0.037,,,,,,
HD 34445,HD 34445 e,1,2017-10-23,6,0.2687,0.0019,-0.0019,,,,16.8,2.9,-2.9,0.09,0.062,-0.062,,,,,,
Kepler-354,Kepler-354 b,0,2014-11-21,3,0.0542,,,2.0,0.16,-0.17,,,,0.0,,,87.09,,,,,
Kepler-80,Kepler-80 d,1,2016-08-04,6,0.0372,0.0005,-0.0005,1.53,0.09,-0.07,6.75,0.69,-0.51,,,,88.35,1.12,-1.51,,,
Kepler-289,Kepler-289 b,0,2016-07-26,3,0.2142793053640715,,,,,,,,,,,,,,,,,
Kepler-306,Kepler-306 d,0,2016-05-06,4,0.1221536340037181,,,2.27,0.06,-0.13,,,,,,,,,,,,
Kepler-251,Kepler-251 c,0,2013-10-28,4,0.125,,,3.6,1.6,-1.6,,,,0.0,,,87.66,,,,,
Kepler-279,Kepler-279 d,0,2013-10-28,3,0.307,,,3.1,1.3,-1.3,,,,0.0,,,87.66,,,,,
Kepler-265,Kepler-265 e,0,2017-05-08,4,0.3123,,,2.39,0.35,-0.38,,,,0.0,,,89.98,,,,,
Kepler-1398,Kepler-1398 b,0,2017-05-08,2,0.0392,,,1.02,0.18,-0.2,,,,0.0,,,89.47,,,,,
Kepler-256,Kepler-256 b,0,2014-11-21,4,0.0277,,,1.37,0.57,-0.12,,,,0.0,,,79.07,,,,,
Kepler-1050,Kepler-1050 b,0,2015-08-25,2,0.1227,,,1.51,0.7,-0.15,,,,0.0,,,88.81,,,,,
Kepler-69,Kepler-69 b,0,2014-11-21,2,0.1048,,,2.28,0.45,-0.25,,,,0.0,,,89.38,,,,,
Kepler-265,Kepler-265 c,0,2016-07-26,4,0.1333117057226718,,,,,,,,,,,,,,,,,
Kepler-217,Kepler-217 b,0,2016-07-26,3,0.0671775285896375,,,,,,,,,,,,,,,,,
Kepler-202,Kepler-202 b,0,2016-07-26,2,0.0449156196666519,,,,,,,,,,,,,,,,,
Kepler-254,Kepler-254 b,0,2018-09-25,3,0.0631576226734739,,,,,,,,,,,,,,,,,
Kepler-224,Kepler-224 c,0,2018-09-25,4,0.0604624977034981,,,,,,,,,,,,,,,,,
47 UMa,47 UMa b,0,2016-01-27,3,2.1,0.022,-0.022,,,,778.6835,31.783,-31.783,0.012,0.023,-0.023,,,,,,
Kepler-400,Kepler-400 b,0,2015-08-25,2,0.0869,,,1.69,0.93,-0.22,,,,0.0,,,89.38,,,,,
Kepler-179,Kepler-179 c,0,2017-05-08,2,0.0638,,,2.52,0.37,-0.22,,,,0.0,,,85.83,,,,,
Kepler-364,Kepler-364 c,0,2014-11-18,2,0.3185,,,1.99,1.36,-0.22,,,,0.0,,,89.95,,,,,
Kepler-317,Kepler-317 b,0,2018-09-25,2,0.0594806719654368,,,,,,,,,,,,,,,,,
Kepler-235,Kepler-235 b,0,2014-11-21,4,0.035,,,2.18,0.32,-0.32,,,,0.0,,,86.52,,,,,
Kepler-207,Kepler-207 d,0,2019-04-16,3,0.0655249580292885,,,,,,,,,,,,,,,,,
Kepler-116,Kepler-116 b,0,2014-11-21,2,0.0684,,,2.78,1.82,-0.32,,,,0.0,,,87.09,,,,,
Kepler-253,Kepler-253 c,0,2014-11-18,3,0.0885,,,2.7,0.54,-0.19,,,,0.0,,,89.38,,,,,
Kepler-150,Kepler-150 d,0,2018-09-25,5,0.1046823968002586,,,,,,,,,,,,,,,,,
Kepler-206,Kepler-206 c,0,2014-11-21,3,0.1084,,,1.57,0.28,-0.16,,,,0.0,,,89.38,,,,,
Kepler-223,Kepler-223 d,0,2013-10-28,4,0.116,,,3.0,1.3,-1.3,,,,0.0,,,88.24,,,,,
Kepler-953,Kepler-953 b,0,2014-11-21,2,0.3996,,,4.27,0.63,-0.22,,,,0.0,,,89.38,,,,,
Kepler-446,Kepler-446 c,0,2019-04-16,3,0.0235906393791749,,,,,,,,,,,,,,,,,
Kepler-357,Kepler-357 d,0,2014-11-21,3,0.2429,,,3.38,0.99,-0.32,,,,0.0,,,88.81,,,,,
Kepler-310,Kepler-310 b,0,2014-11-21,3,0.1093,,,1.21,0.54,-0.11,,,,0.0,,,89.38,,,,,
Kepler-229,Kepler-229 b,0,2015-08-25,3,0.0621,,,2.41,0.4,-0.18,,,,0.0,,,89.38,,,,,
Kepler-389,Kepler-389 c,0,2014-11-18,2,0.1092,,,1.45,0.54,-0.12,,,,0.0,,,89.95,,,,,
Kepler-402,Kepler-402 c,0,2014-11-18,4,0.0684,,,1.6,0.9,-0.23,,,,0.0,,,85.37,,,,,
Kepler-625,Kepler-625 c,0,2015-08-25,2,0.0533,,,1.18,0.28,-0.05,,,,0.0,,,89.38,,,,,
Kepler-318,Kepler-318 b,0,2014-11-18,2,0.0566,,,5.89,2.87,-1.54,,,,0.0,,,89.38,,,,,
Kepler-239,Kepler-239 b,0,2017-05-08,2,0.0954,,,2.35,0.17,-0.08,,,,0.0,,,89.91,,,,,
Kepler-122,Kepler-122 c,0,2013-10-28,5,0.108,,,4.7,2.2,-2.2,,,,0.0,,,88.24,,,,,
Kepler-271,Kepler-271 d,0,2019-04-16,3,0.0591139842642709,,,,,,,,,,,,,,,,,
Kepler-217,Kepler-217 c,0,2015-08-25,3,0.0924,,,1.48,1.14,-0.25,,,,0.0,,,89.95,,,,,
Kepler-172,Kepler-172 e,0,2016-07-26,4,0.2063173913521708,,,,,,,,,,,,,,,,,
Kepler-520,Kepler-520 b,0,2014-11-21,2,0.1487,,,1.57,0.17,-0.09,,,,0.0,,,88.81,,,,,
Kepler-336,Kepler-336 c,0,2014-11-18,3,0.0866,,,1.42,0.61,-0.11,,,,0.0,,,88.81,,,,,
Kepler-1050,Kepler-1050 c,0,2018-09-25,2,0.1525046240054973,,,,,,,,,,,,,,,,,
Kepler-233,Kepler-233 c,0,2017-05-08,2,0.2884,,,2.36,0.34,-0.2,,,,0.0,,,89.94,,,,,
Kepler-1398,Kepler-1398 b,0,2014-11-21,2,0.039,,,0.77,0.33,-0.07,,,,0.0,,,84.8,,,,,
Kepler-114,Kepler-114 b,0,2015-08-25,3,0.0484,,,1.0,0.11,-0.12,,,,0.0,,,89.38,,,,,
Kepler-296,Kepler-296 d,0,2013-10-28,5,0.115,,,1.99,0.6,-0.6,,,,0.0,,,89.95,,,,,
Kepler-376,Kepler-376 b,0,2015-08-25,2,0.0557,,,0.95,0.17,-0.1,,,,0.0,,,88.81,,,,,
Kepler-279,Kepler-279 b,0,2016-07-26,3,0.1172720551202228,,,,,,,,,,,,,,,,,
Kepler-326,Kepler-326 c,0,2017-05-08,3,0.0506,,,1.38,0.09,-0.07,,,,0.0,,,88.6,,,,,
Kepler-328,Kepler-328 b,0,2018-09-25,2,0.2177628629444254,,,,,,,,,,,,,,,,,
