hostname,pl_name,default_flag,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2
Kepler-343,Kepler-343 c,0,2018-09-25,2,0.1608709107585731,,,,,,,,,,,,,,,,,
Kepler-225,Kepler-225 c,0,2016-05-06,2,0.1204476094834101,,,2.6,0.09,-0.09,,,,,,,,,,,,
Kepler-183,Kepler-183 c,0,2016-07-26,2,0.1008333525956651,,,,,,,,,,,,,,,,,
Kepler-377,Kepler-377 c,0,2016-07-26,2,0.181884795217426,,,,,,,,,,,,,,,,,
Kepler-341,Kepler-341 c,0,2018-09-25,4,0.0786099256379083,,,,,,,,,,,,,,,,,
Kepler-259,Kepler-259 c,0,2016-05-06,2,0.2118240820943355,,,2.76,0.4,-0.2,,,,,,,,,,,,
Kepler-121,Kepler-121 b,0,2017-05-08,2,0.039,,,2.65,0.41,-0.19,,,,0.0,,,85.79,,,,,
Kepler-144,Kepler-144 b,0,2017-05-08,2,0.0653,,,1.59,0.29,-0.31,,,,0.0,,,88.06,,,,,
Kepler-170,Kepler-170 b,1,2014-05-14,2,0.08,,,3.2,0.22,-0.22,,,,,,,,,,,,
Kepler-204,Kepler-204 b,0,2019-04-16,2,0.1173651350429331,,,,,,,,,,,,,,,,,
Kepler-219,Kepler-219 b,0,2013-10-28,3,0.057,,,2.58,0.36,-0.36,,,,0.0,,,88.24,,,,,
Kepler-344,Kepler-344 b,0,2013-10-28,2,0.15,,,3.0,2.3,-2.3,,,,0.0,,,88.81,,,,,
Kepler-375,Kepler-375 c,0,2016-07-26,2,0.1421839785445501,,,,,,,,,,,,,,,,,
Kepler-144,Kepler-144 c,0,2014-11-21,2,0.0935,,,1.1,0.5,-0.11,,,,0.0,,,89.38,,,,,
Kepler-804,Kepler-804 c,0,2017-05-08,2,0.0872,,,1.08,0.16,-0.14,,,,0.0,,,89.59,,,,,
Kepler-825,Kepler-825 c,0,2017-05-08,2,0.0759,,,1.77,0.45,-0.26,,,,0.0,,,88.11,,,,,
Kepler-289,Kepler-289 b,0,2015-08-25,3,0.2182,,,3.41,1.77,-1.01,,,,0.0,,,89.95,,,,,
Kepler-293,Kepler-293 c,0,2018-09-25,2,0.274414584252563,,,,,,,,,,,,,,,,,
Kepler-350,Kepler-350 c,0,2016-05-06,3,0.1416394419821073,,,2.67,0.63,-0.36,,,,,,,,,,,,
Kepler-319,Kepler-319 c,0,2016-05-06,3,0.0702513201357546,,,2.69,0.15,-0.12,,,,,,,,,,,,
Kepler-146,Kepler-146 c,0,2016-05-06,2,0.3647972640729904,,,3.16,0.4,-0.28,,,,,,,,,,,,
Kepler-342,Kepler-342 c,0,2018-09-04,4,,,,2.79,0.352,-0.91,,,,,,,,,,,,
Kepler-404,Kepler-404 b,0,2014-11-18,2,0.1,,,1.18,0.45,-0.09,,,,0.0,,,89.38,,,,,
Kepler-133,Kepler-133 c,0,2014-11-18,2,0.1952,,,2.94,0.57,-0.59,,,,0.0,,,88.24,,,,,
Kepler-182,Kepler-182 b,0,2014-11-18,2,0.0953,,,2.73,1.64,-0.32,,,,0.0,,,85.37,,,,,
Kepler-191,Kepler-191 c,0,2014-11-18,3,0.1276,,,2.11,0.56,-0.15,,,,0.0,,,88.81,,,,,
Kepler-141,Kepler-141 b,0,2013-10-28,2,0.042,,,17.5,2.3,-2.3,,,,0.0,,,84.8,,,,,
Kepler-168,Kepler-168 c,0,2014-11-18,2,0.1125,,,2.79,1.54,-0.31,,,,0.0,,,89.95,,,,,
Kepler-348,Kepler-348 b,0,2017-05-08,2,0.0778,,,1.68,0.32,-0.21,,,,0.0,,,88.28,,,,,
Kepler-84,Kepler-84 f,0,2016-05-06,5,0.2507726163226199,,,2.3,0.27,-0.24,,,,,,,,,,,,
Kepler-188,Kepler-188 c,0,2016-07-26,2,0.0650231475479092,,,,,,,,,,,,,,,,,
Kepler-335,Kepler-335 c,0,2014-11-18,2,0.3277,,,1.48,0.56,-0.12,,,,0.0,,,89.38,,,,,
Kepler-1050,Kepler-1050 b,0,2014-11-18,2,0.1227,,,1.51,0.7,-0.15,,,,0.0,,,88.81,,,,,
Kepler-393,Kepler-393 c,0,2017-05-08,2,0.1208,,,1.12,0.21,-0.17,,,,0.0,,,89.77,,,,,
Kepler-730,Kepler-730 b,0,2019-01-14,2,0.06810400325211,,,9.21,2.55,-0.81,,,,,,,,,,,,
Kepler-300,Kepler-300 b,0,2013-10-28,2,0.095,,,2.15,0.94,-0.94,,,,0.0,,,85.94,,,,,
Kepler-200,Kepler-200 c,0,2014-11-21,2,0.0934,,,1.99,0.99,-0.4,,,,0.0,,,89.95,,,,,
Kepler-204,Kepler-204 c,0,2014-11-21,2,0.1699,,,1.36,0.54,-0.16,,,,0.0,,,89.38,,,,,
Kepler-137,Kepler-137 c,0,2016-07-26,2,0.1332894942606645,,,,,,,,,,,,,,,,,
Kepler-108,Kepler-108 c,1,2014-05-14,2,0.721,,,8.18,0.51,-0.51,,,,,,,,,,,,
Kepler-263,Kepler-263 b,0,2013-10-28,2,0.118,,,2.66,0.77,-0.77,,,,0.0,,,89.38,,,,,
Kepler-248,Kepler-248 b,0,2015-08-25,2,0.0654,,,3.16,0.27,-0.1,,,,0.0,,,88.24,,,,,
Kepler-377,Kepler-377 b,0,2018-09-25,2,0.1088656672735178,,,,,,,,,,,,,,,,,
Kepler-282,Kepler-282 e,0,2017-05-08,4,0.2269,,,2.45,0.25,-0.25,,,,0.0,,,89.7,,,,,
Kepler-169,Kepler-169 e,1,2014-05-14,5,0.105,,,2.2,0.29,-0.29,,,,,,,,,,,,
Kepler-219,Kepler-219 b,0,2015-08-25,3,0.0567,,,2.64,0.67,-0.41,,,,0.0,,,88.81,,,,,
Kepler-213,Kepler-213 b,1,2014-05-14,2,0.036,,,1.62,0.31,-0.31,,,,,,,,,,,,
Kepler-166,Kepler-166 b,0,2013-10-28,3,0.073,,,2.6,1.5,-1.5,,,,0.0,,,87.09,,,,,
Kepler-307,Kepler-307 b,0,2015-08-25,2,0.0928,,,3.43,1.29,-0.5,,,,0.0,,,88.24,,,,,
Kepler-269,Kepler-269 b,0,2014-11-21,2,0.0601,,,2.45,1.05,-0.2,,,,0.0,,,88.24,,,,,
Kepler-393,Kepler-393 b,1,2014-05-14,2,0.091,,,1.29,0.25,-0.25,,,,,,,,,,,,
Kepler-431,Kepler-431 c,0,2018-09-04,3,,,,1.072,0.174,-0.167,,,,,,,,,,,,
Kepler-283,Kepler-283 b,0,2018-09-04,2,,,,2.371,0.144,-0.114,,,,,,,,,,,,
Kepler-282,Kepler-282 c,0,2015-08-25,4,0.1106,,,1.22,0.5,-0.1,,,,0.0,,,88.24,,,,,
Kepler-182,Kepler-182 c,0,2016-07-26,2,0.1508304717861691,,,,,,,,,,,,,,,,,
Kepler-804,Kepler-804 b,0,2018-09-04,2,,,,1.935,0.101,-0.085,,,,,,,,,,,,
Kepler-405,Kepler-405 c,0,2018-09-04,2,,,,2.691,0.538,-0.27,,,,,,,,,,,,
Kepler-431,Kepler-431 d,1,2014-11-19,3,0.1045,,,1.11,,,,,,,,,,,,,,
Kepler-258,Kepler-258 b,0,2018-09-25,2,0.1010333524063313,,,,,,,,,,,,,,,,,
Kepler-172,Kepler-172 e,0,2018-09-25,4,0.2063157679370496,,,,,,,,,,,,,,,,,
Kepler-758,Kepler-758 e,0,2018-09-25,4,0.0868080620648712,,,,,,,,,,,,,,,,,
Kepler-415,Kepler-415 c,0,2018-09-04,2,,,,2.254,0.159,-0.122,,,,,,,,,,,,
Kepler-953,Kepler-953 b,0,2018-09-25,2,,,,,,,,,,,,,,,,,,
Kepler-300,Kepler-300 b,0,2014-11-18,2,0.0926,,,1.88,0.72,-0.15,,,,0.0,,,87.66,,,,,
Kepler-166,Kepler-166 b,0,2015-08-25,3,0.0711,,,2.39,0.73,-0.19,,,,0.0,,,89.95,,,,,
Kepler-730,Kepler-730 c,0,2017-05-08,2,0.0413,,,1.23,0.42,-0.17,,,,0.0,,,85.13,,,,,
Kepler-142,Kepler-142 c,1,2014-05-14,3,0.057,,,2.86,0.55,-0.55,,,,,,,,,,,,
Kepler-147,Kepler-147 b,1,2014-05-14,2,0.113,,,1.53,0.31,-0.31,,,,,,,,,,,,
Kepler-397,Kepler-397 c,0,2014-11-18,2,0.4663,,,5.7,0.98,-0.42,,,,0.0,,,89.38,,,,,
Kepler-605,Kepler-605 c,0,2017-05-08,2,0.033,,,0.96,0.12,-0.12,,,,0.0,,,87.91,,,,,
Kepler-192,Kepler-192 d,0,2018-09-25,3,0.0670357868742601,,,,,,,,,,,,,,,,,
Kepler-303,Kepler-303 b,0,2013-10-28,2,0.025,,,0.99,0.15,-0.15,,,,0.0,,,87.66,,,,,
Kepler-360,Kepler-360 c,0,2018-09-25,2,0.0726366080551803,,,,,,,,,,,,,,,,,
Kepler-304,Kepler-304 b,0,2015-08-25,4,0.0407,,,3.8,7.86,-0.45,,,,0.0,,,88.24,,,,,
Kepler-1542,Kepler-1542 c,0,2014-11-18,4,0.0379,,,0.83,0.28,-0.2,,,,0.0,,,89.38,,,,,
Kepler-122,Kepler-122 b,0,2013-10-28,5,0.064,,,1.92,0.91,-0.91,,,,0.0,,,87.66,,,,,
Kepler-122,Kepler-122 e,0,2013-10-28,5,0.226,,,1.85,0.87,-0.87,,,,0.0,,,89.38,,,,,
Kepler-195,Kepler-195 b,0,2016-05-06,2,0.0754430670205759,,,2.25,0.16,-0.16,,,,,,,,,,,,
Kepler-369,Kepler-369 c,0,2017-05-08,2,0.0977,,,1.59,0.12,-0.1,,,,0.0,,,89.98,,,,,
Kepler-157,Kepler-157 c,0,2016-07-26,3,0.1119161679081583,,,,,,,,,,,,,,,,,
Kepler-203,Kepler-203 d,0,2017-05-08,3,0.0979,,,1.37,0.21,-0.18,,,,0.0,,,89.91,,,,,
Kepler-401,Kepler-401 b,1,2014-05-14,3,0.122,,,1.71,0.4,-0.4,,,,,,,,,,,,
Kepler-401,Kepler-401 b,0,2018-09-25,3,0.1216161531761611,,,,,,,,,,,,,,,,,
Kepler-367,Kepler-367 c,0,2016-05-06,2,0.2592703432661891,,,1.37,0.2,-0.21,,,,,,,,,,,,
Kepler-415,Kepler-415 b,0,2014-11-18,2,0.0446,,,1.61,0.17,-0.14,,,,0.0,,,88.24,,,,,
Kepler-369,Kepler-369 b,0,2019-04-16,2,0.0315305451898027,,,,,,,,,,,,,,,,,
Kepler-187,Kepler-187 b,0,2015-08-25,2,0.0547,,,1.26,0.41,-0.23,,,,0.0,,,87.09,,,,,
Kepler-255,Kepler-255 b,0,2014-11-21,3,0.0628,,,1.55,0.62,-0.1,,,,0.0,,,88.24,,,,,
Kepler-258,Kepler-258 c,0,2016-07-26,2,0.188578422601385,,,,,,,,,,,,,,,,,
Kepler-271,Kepler-271 d,0,2013-10-28,3,0.058,,,0.7,0.26,-0.26,,,,0.0,,,87.66,,,,,
Kepler-1047,Kepler-1047 b,1,2016-05-06,2,0.2945607645952136,,,2.09,0.26,-0.17,,,,,,,,,,,,
Kepler-188,Kepler-188 b,0,2018-09-25,2,0.0319139616086505,,,,,,,,,,,,,,,,,
Kepler-825,Kepler-825 b,0,2013-10-28,2,0.049,,,1.41,0.52,-0.52,,,,0.0,,,88.24,,,,,
Kepler-1086,Kepler-1086 b,0,2016-07-26,2,0.1227895699430792,,,,,,,,,,,,,,,,,
Kepler-388,Kepler-388 b,1,2014-05-14,2,0.036,,,0.81,0.1,-0.1,,,,,,,,,,,,
Kepler-389,Kepler-389 b,0,2019-04-16,2,0.0407848704119566,,,,,,,,,,,,,,,,,
Kepler-389,Kepler-389 b,0,2018-09-25,2,0.0407852771541299,,,,,,,,,,,,,,,,,
Kepler-223,Kepler-223 b,0,2019-04-16,4,0.0751894372833265,,,,,,,,,,,,,,,,,
Kepler-398,Kepler-398 c,0,2014-11-21,3,0.0881,,,0.98,0.09,-0.08,,,,0.0,,,86.52,,,,,
Kepler-445,Kepler-445 b,0,2018-09-25,3,0.0265380030787325,,,,,,,,,,,,,,,,,
Kepler-122,Kepler-122 e,0,2018-09-04,5,,,,2.549,0.139,-0.123,,,,,,,,,,,,
Kepler-198,Kepler-198 c,0,2016-05-06,3,0.2614105916271356,,,2.65,0.27,-0.19,,,,,,,,,,,,
Kepler-198,Kepler-198 c,0,2017-05-08,3,0.2583,,,2.91,0.38,-0.21,,,,0.0,,,89.06,,,,,
Kepler-245,Kepler-245 e,0,2019-04-16,4,0.0402638513873363,,,,,,,,,,,,,,,,,
Kepler-301,Kepler-301 c,0,2018-09-04,3,,,,1.495,0.401,-0.083,,,,,,,,,,,,
Kepler-378,Kepler-378 b,0,2016-05-06,2,0.1148272405631037,,,0.95,0.15,-0.14,,,,,,,,,,,,
Kepler-267,Kepler-267 b,0,2016-03-02,3,0.0390038409550704,,,1.97,0.24,-0.25,,,,,,,,,,,,
Kepler-114,Kepler-114 c,0,2018-09-04,3,,,,1.715,0.078,-0.077,,,,,,,,,,,,
Kepler-135,Kepler-135 b,0,2018-09-04,2,,,,2.45,0.206,-0.406,,,,,,,,,,,,
Kepler-69,Kepler-69 c,0,2014-11-18,2,0.7106,,,1.74,0.34,-0.2,,,,0.0,,,89.95,,,,,
Kepler-42,Kepler-42 d,0,2014-11-21,3,0.015,,,0.69,0.17,-0.16,,,,0.0,,,89.95,,,,,
Kepler-378,Kepler-378 c,1,2014-05-14,2,0.166,,,0.7,0.05,-0.05,,,,,,,,,,,,
Kepler-391,Kepler-391 b,0,2016-05-06,2,0.0751665910215377,,,2.9,0.72,-0.36,,,,,,,,,,,,
Kepler-79,Kepler-79 c,0,2016-07-26,4,0.1911027524487387,,,,,,,,,,,,,,,,,
Kepler-142,Kepler-142 b,0,2014-11-21,3,0.0306,,,1.98,0.29,-0.29,,,,0.0,,,84.8,,,,,
Kepler-117,Kepler-117 b,0,2014-11-21,2,0.1473,,,6.04,3.66,-0.75,,,,0.0,,,88.81,,,,,
Kepler-539,Kepler-539 b,0,2018-09-25,2,0.4925327530484618,,,,,,,,,,,,,,,,,
Kepler-152,Kepler-152 b,1,2014-05-14,2,0.124,,,2.79,0.17,-0.17,,,,,,,,,,,,
Kepler-243,Kepler-243 b,0,2018-09-25,2,0.058793071474007,,,,,,,,,,,,,,,,,
Kepler-610,Kepler-610 b,0,2013-10-28,2,0.07,,,3.06,0.87,-0.87,,,,0.0,,,88.24,,,,,
Kepler-216,Kepler-216 c,0,2017-05-08,2,0.1321,,,2.95,0.5,-0.46,,,,0.0,,,89.94,,,,,
Kepler-221,Kepler-221 e,0,2017-05-08,4,0.1279,,,3.58,0.26,-0.2,,,,0.0,,,87.37,,,,,
Kepler-118,Kepler-118 b,0,2014-11-21,2,0.0715,,,1.67,0.93,-0.24,,,,0.0,,,89.38,,,,,
Kepler-141,Kepler-141 c,1,2014-05-14,2,0.067,,,1.41,0.09,-0.09,,,,,,,,,,,,
Kepler-414,Kepler-414 c,0,2016-07-26,2,0.0712884803498245,,,,,,,,,,,,,,,,,
Kepler-142,Kepler-142 c,0,2013-10-28,3,0.055,,,2.69,0.33,-0.33,,,,0.0,,,85.94,,,,,
Kepler-212,Kepler-212 c,0,2013-10-28,2,0.207,,,2.61,0.24,-0.24,,,,0.0,,,85.94,,,,,
Kepler-285,Kepler-285 b,0,2017-05-08,2,0.0349,,,1.38,0.07,-0.12,,,,0.0,,,88.82,,,,,
Kepler-142,Kepler-142 b,0,2019-04-16,3,0.0317277365206122,,,,,,,,,,,,,,,,,
Kepler-265,Kepler-265 c,0,2014-11-21,4,0.1315,,,2.41,1.01,-0.23,,,,0.0,,,89.95,,,,,
Kepler-226,Kepler-226 b,0,2014-11-18,3,0.0469,,,1.59,0.58,-0.12,,,,0.0,,,89.95,,,,,
Kepler-226,Kepler-226 b,0,2018-09-25,3,0.0474903222680825,,,,,,,,,,,,,,,,,
Kepler-235,Kepler-235 d,0,2014-11-21,4,0.1155,,,1.99,0.29,-0.29,,,,0.0,,,89.38,,,,,
Kepler-173,Kepler-173 b,0,2019-04-16,2,0.0514590294815798,,,,,,,,,,,,,,,,,
Kepler-245,Kepler-245 c,0,2019-04-16,4,0.1242807994001602,,,,,,,,,,,,,,,,,
Kepler-246,Kepler-246 c,1,2014-05-14,2,0.095,,,1.5,0.76,-0.76,,,,,,,,,,,,
Kepler-1388,Kepler-1388 b,0,2016-07-26,4,0.0873945346797843,,,,,,,,,,,,,,,,,
Kepler-1642,Kepler-1642 b,0,2019-04-16,2,0.0982778864944735,,,,,,,,,,,,,,,,,
Kepler-1642,Kepler-1642 c,0,2018-09-25,2,0.0655660777611034,,,,,,,,,,,,,,,,,
Kepler-401,Kepler-401 d,1,2016-05-06,3,0.6677461585389715,,,2.27,0.4,-0.26,,,,,,,,,,,,
Kepler-284,Kepler-284 c,0,2014-11-21,2,0.2125,,,2.8,1.0,-0.22,,,,0.0,,,89.38,,,,,
Kepler-152,Kepler-152 c,0,2016-05-06,2,0.3645757587640174,,,2.55,0.1,-0.09,,,,,,,,,,,,
Kepler-398,Kepler-398 b,0,2014-11-21,3,0.0444,,,0.97,0.09,-0.07,,,,0.0,,,83.65,,,,,
Kepler-201,Kepler-201 c,0,2018-09-25,2,0.5936627338879162,,,,,,,,,,,,,,,,,
Kepler-203,Kepler-203 d,0,2019-04-16,3,0.1006574383397715,,,,,,,,,,,,,,,,,
Kepler-355,Kepler-355 c,0,2019-04-16,2,0.1729581136169633,,,,,,,,,,,,,,,,,
Kepler-387,Kepler-387 b,0,2017-05-08,2,0.0658,,,1.01,0.15,-0.14,,,,0.0,,,89.55,,,,,
Kepler-155,Kepler-155 c,0,2016-07-26,2,0.2417872785929949,,,,,,,,,,,,,,,,,
Kepler-251,Kepler-251 e,0,2013-10-28,4,0.414,,,4.1,1.8,-1.8,,,,0.0,,,89.38,,,,,
Kepler-255,Kepler-255 b,0,2013-10-28,3,0.06,,,1.61,0.78,-0.78,,,,0.0,,,84.22,,,,,
Kepler-261,Kepler-261 c,0,2016-07-26,2,0.1572944394537755,,,,,,,,,,,,,,,,,
Kepler-353,Kepler-353 b,0,2016-03-02,2,0.0464423563483246,,,1.07,0.1,-0.2,,,,,,,,,,,,
Kepler-395,Kepler-395 b,0,2016-02-10,2,,,,1.176,0.509,-0.509,,,,,,,,,,,,
Kepler-343,Kepler-343 b,0,2018-09-04,2,,,,1.944,0.337,-0.112,,,,,,,,,,,,
Kepler-141,Kepler-141 c,0,2018-09-04,2,,,,1.501,0.209,-0.132,,,,,,,,,,,,
Kepler-392,Kepler-392 b,0,2013-10-28,2,0.064,,,1.2,0.42,-0.42,,,,0.0,,,89.95,,,,,
Kepler-110,Kepler-110 b,0,2014-11-18,2,0.1091,,,2.96,0.64,-0.8,,,,0.0,,,89.95,,,,,
Kepler-320,Kepler-320 b,1,2014-05-14,2,0.085,,,1.14,0.54,-0.54,,,,,,,,,,,,
Kepler-296,Kepler-296 e,0,2016-02-10,5,0.176,,,1.86,0.17,-0.17,,,,,,,,,,,,
Kepler-80,Kepler-80 c,0,2016-08-04,6,0.07355,0.00286,-0.00286,2.16,1.44,-1.44,,,,,,,,,,,,
Kepler-267,Kepler-267 b,0,2016-02-24,3,0.0346,0.00149,-0.00149,1.79,0.25,-0.25,,,,,,,,,,,,
Kepler-235,Kepler-235 d,0,2016-02-24,4,0.11521,0.00518,-0.00518,1.84,0.27,-0.27,,,,,,,,,,,,
Kepler-369,Kepler-369 c,0,2015-11-18,2,0.0975516722714805,,,1.27,0.2,-0.19,,,,,,,,,,,,
Kepler-309,Kepler-309 b,0,2015-11-18,2,0.0582124326657173,,,1.04,0.16,-0.16,,,,,,,,,,,,
Kepler-349,Kepler-349 b,0,2018-09-04,2,,,,1.979,0.203,-0.16,,,,,,,,,,,,
Kepler-295,Kepler-295 b,0,2018-09-25,3,,,,,,,,,,,,,,,,,,
Kepler-299,Kepler-299 b,0,2018-09-25,4,0.0400470398399326,,,,,,,,,,,,,,,,,
Kepler-953,Kepler-953 b,0,2014-11-18,2,0.3996,,,4.27,0.63,-0.22,,,,0.0,,,89.38,,,,,
Kepler-610,Kepler-610 b,0,2018-09-25,2,0.0713538882771517,,,,,,,,,,,,,,,,,
Kepler-215,Kepler-215 d,0,2017-05-08,4,0.187,,,2.23,0.28,-0.1,,,,0.0,,,88.93,,,,,
Kepler-202,Kepler-202 b,0,2018-09-25,2,0.044915621506208,,,,,,,,,,,,,,,,,
Kepler-207,Kepler-207 b,0,2018-09-25,3,0.0276885511594443,,,,,,,,,,,,,,,,,
Kepler-301,Kepler-301 b,0,2018-09-25,3,0.0361312735332373,,,,,,,,,,,,,,,,,
KIC 9663113,KIC 9663113 c,0,2018-09-25,2,0.1547783320873338,,,,,,,,,,,,,,,,,
Kepler-209,Kepler-209 b,1,2014-05-14,2,0.122,,,2.26,0.34,-0.34,,,,,,,,,,,,
Kepler-237,Kepler-237 c,0,2013-10-28,2,0.07,,,2.29,0.2,-0.2,,,,0.0,,,85.94,,,,,
Kepler-238,Kepler-238 e,0,2016-05-06,5,0.1644253940136287,,,7.4,1.27,-1.06,,,,,,,,,,,,
Kepler-239,Kepler-239 b,0,2016-07-26,2,0.0931778641014482,,,,,,,,,,,,,,,,,
Kepler-398,Kepler-398 b,0,2018-09-25,3,0.0447973310561055,,,,,,,,,,,,,,,,,
Kepler-400,Kepler-400 c,0,2018-09-25,2,,,,,,,,,,,,,,,,,,
Kepler-402,Kepler-402 c,0,2018-09-25,4,0.0696181745090313,,,,,,,,,,,,,,,,,
Kepler-157,Kepler-157 c,0,2015-08-25,3,0.1121,,,2.33,0.96,-0.2,,,,0.0,,,86.52,,,,,
Kepler-240,Kepler-240 b,0,2016-05-06,2,0.0464816910366013,,,1.46,0.08,-0.09,,,,,,,,,,,,
Kepler-333,Kepler-333 b,0,2016-07-26,2,0.0938473486360365,,,,,,,,,,,,,,,,,
Kepler-712,Kepler-712 c,1,2016-05-06,2,0.686918132519376,,,4.85,0.26,-0.41,,,,,,,,,,,,
Kepler-247,Kepler-247 d,0,2013-10-28,3,0.134,,,3.9,1.2,-1.2,,,,0.0,,,88.81,,,,,
Kepler-319,Kepler-319 d,0,2016-05-06,3,0.1937075068698497,,,2.29,0.12,-0.14,,,,,,,,,,,,
Kepler-286,Kepler-286 c,0,2017-05-08,4,0.0416,,,1.29,0.13,-0.1,,,,0.0,,,89.28,,,,,
Kepler-296,Kepler-296 d,0,2014-11-21,5,0.104,,,1.65,0.26,-0.27,,,,0.0,,,88.81,,,,,
Kepler-316,Kepler-316 c,0,2013-10-28,2,0.059,,,1.41,0.23,-0.23,,,,0.0,,,87.09,,,,,
Kepler-937,Kepler-937 b,1,2016-05-06,2,0.34048090530682,,,3.72,1.29,-0.48,,,,,,,,,,,,
Kepler-221,Kepler-221 d,0,2015-08-25,4,0.0817,,,2.52,0.57,-0.25,,,,0.0,,,89.95,,,,,
Kepler-221,Kepler-221 e,0,2013-10-28,4,0.127,,,3.05,0.61,-0.61,,,,0.0,,,88.81,,,,,
Kepler-250,Kepler-250 b,0,2014-11-18,3,0.0479,,,1.16,0.28,-0.09,,,,0.0,,,87.09,,,,,
Kepler-395,Kepler-395 c,0,2016-02-10,2,,,,1.671,0.227,-0.227,,,,,,,,,,,,
Kepler-261,Kepler-261 b,0,2014-11-18,2,0.0886,,,2.23,0.2,-0.07,,,,0.0,,,89.95,,,,,
Kepler-260,Kepler-260 b,0,2014-11-21,2,0.0776,,,2.09,0.65,-0.16,,,,0.0,,,87.66,,,,,
Kepler-268,Kepler-268 b,0,2019-04-16,2,0.1775378205948745,,,,,,,,,,,,,,,,,
Kepler-302,Kepler-302 c,0,2016-07-26,2,0.5001027448295788,,,,,,,,,,,,,,,,,
Kepler-235,Kepler-235 e,0,2016-02-10,4,,,,2.142,0.201,-0.201,,,,,,,,,,,,
Kepler-198,Kepler-198 d,0,2013-10-28,3,0.023,,,1.35,0.43,-0.43,,,,0.0,,,85.94,,,,,
Kepler-198,Kepler-198 d,0,2018-09-25,3,0.0232950855016814,,,,,,,,,,,,,,,,,
Kepler-217,Kepler-217 d,0,2013-10-28,3,0.054,,,1.25,,,,,,0.0,,,79.07,,,,,
Kepler-400,Kepler-400 c,0,2013-10-28,2,0.132,,,1.87,0.84,-0.84,,,,0.0,,,85.94,,,,,
Kepler-402,Kepler-402 e,0,2019-04-16,4,0.1043697695106255,,,,,,,,,,,,,,,,,
Kepler-402,Kepler-402 b,1,2014-05-14,4,0.051,,,1.22,0.24,-0.24,,,,,,,,,,,,
Kepler-402,Kepler-402 d,0,2014-11-18,4,0.0879,,,1.26,0.71,-0.18,,,,0.0,,,89.95,,,,,
Kepler-154,Kepler-154 f,0,2019-04-16,5,0.091242882382137,,,,,,,,,,,,,,,,,
Kepler-378,Kepler-378 c,0,2014-11-21,2,0.1826,,,1.8,1.62,-1.03,,,,0.0,,,89.95,,,,,
Kepler-371,Kepler-371 b,0,2016-05-06,2,0.2034730053185237,,,1.76,0.19,-0.17,,,,,,,,,,,,
Kepler-279,Kepler-279 b,0,2016-05-06,3,0.1144522473823977,,,3.68,1.04,-0.75,,,,,,,,,,,,
Kepler-373,Kepler-373 b,0,2016-05-06,2,0.0597756562742906,,,1.47,0.19,-0.12,,,,,,,,,,,,
Kepler-150,Kepler-150 e,0,2013-10-28,5,0.191,,,2.6,1.1,-1.1,,,,0.0,,,89.38,,,,,
Kepler-1388,Kepler-1388 d,0,2015-08-25,4,0.1214,,,2.43,0.32,-0.23,,,,0.0,,,89.38,,,,,
Kepler-296,Kepler-296 d,0,2014-05-14,5,0.122,,,2.28,0.31,-0.31,,,,,,,,,,,,
Kepler-133,Kepler-133 b,1,2014-05-14,2,0.083,,,1.76,0.3,-0.3,,,,,,,,,,,,
Kepler-235,Kepler-235 d,1,2014-05-14,4,0.122,,,2.05,0.1,-0.1,,,,,,,,,,,,
Kepler-219,Kepler-219 d,1,2014-05-14,3,0.272,,,2.81,0.48,-0.48,,,,,,,,,,,,
Kepler-229,Kepler-229 d,0,2018-09-04,3,,,,3.272,0.207,-0.18,,,,,,,,,,,,
Kepler-520,Kepler-520 c,0,2016-07-26,2,,,,,,,,,,,,,,,,,,
Kepler-295,Kepler-295 d,0,2014-11-21,3,,,,,,,,,,,,,,,,,,
Kepler-308,Kepler-308 b,1,2014-05-14,2,0.09,,,2.12,1.02,-1.02,,,,,,,,,,,,
Kepler-339,Kepler-339 c,1,2014-05-14,3,0.069,,,1.15,0.52,-0.52,,,,,,,,,,,,
Kepler-263,Kepler-263 c,1,2014-05-14,2,0.242,,,2.47,1.35,-1.35,,,,,,,,,,,,
Kepler-398,Kepler-398 c,1,2014-05-14,3,0.087,,,1.01,0.11,-0.11,,,,,,,,,,,,
Kepler-209,Kepler-209 c,0,2018-09-25,2,0.2323404658579911,,,,,,,,,,,,,,,,,
Kepler-209,Kepler-209 b,0,2014-11-18,2,0.1194,,,2.6,0.45,-0.34,,,,0.0,,,89.95,,,,,
Kepler-160,Kepler-160 c,0,2013-10-28,3,0.112,,,3.6,1.6,-1.6,,,,0.0,,,87.09,,,,,
Kepler-225,Kepler-225 c,0,2019-04-16,2,0.1198359575882225,,,,,,,,,,,,,,,,,
Kepler-29,Kepler-29 b,0,2020-05-01,2,0.0906611173564245,,,,,,,,,,,,,,,,,
Kepler-257,Kepler-257 c,0,2019-04-16,3,0.064331149695484,,,,,,,,,,,,,,,,,
