hostname,pl_name,rowupdate,sy_pnum,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,flag,pl_relincl,pl_relinclerr1,pl_relinclerr2
Kepler-770,Kepler-770 c,2016-05-06,3,0.0249223838336805,0.0,0.0,0.895910596524639,0.850501229586258,-0.4717450664154512,0.0,0.0,0.0,87.66,0.0,0.0,2.2900000000000063,0.0,-0.0,01+1-2+-3+3-4+4-5+-,2.2900000000000063,0.0,-0.0
Kepler-1802,Kepler-1802 c,2021-12-05,2,0.1723,0.0,0.0,4.652737163274313,2.643805150863793,-1.3234383637107836,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-290,Kepler-290 b,2014-05-14,3,0.109186547643322,0.0,0.0,5.825321524217422,2.3924824982447497,-1.7801720658680553,0.0,0.0,0.0,89.95,0.0,0.0,-1.1400000000000006,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.1400000000000006,0.0,-0.0
Kepler-404,Kepler-404 b,2014-05-14,2,0.0995,0.0,0.0,1.5345682724973804,1.475431002625463,-0.8933055820788068,0.0,0.0,0.0,89.38,0.0,0.0,-0.5699999999999932,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-0.5699999999999932,0.0,-0.0
Kepler-446,Kepler-446 b,2015-01-14,3,0.018820239814205365,0.0,0.0,7.60774867124896,3.140058445241439,-2.227837475250083,0.0,0.0,0.0,89.38,0.62,-0.37,0.0,0.8768124086713189,-0.5232590180780452,01+1-2+-4+4-5+-,0.0,0.8768124086713189,-0.5232590180780452
Kepler-763,Kepler-763 b,2016-05-06,3,0.02094716710009742,0.0,0.0,1.7330629664010675,1.2429371646450758,-0.7965568020813192,0.0,0.0,0.0,88.24,0.0,0.0,1.710000000000008,0.0,-0.0,01+1-2+-3+3-4+4-5+-,1.710000000000008,0.0,-0.0
K2-282,K2-282 b,2022-03-28,2,0.0499,0.0006,-0.0007,8.459491947508118,2.5361017692926797,-2.1087311192474347,0.31066330191540814,0.0,0.0,90.1,4.0,-3.0,0.0,5.656854249492381,-4.242640687119285,01+-2+-5+-,0.0,5.656854249492381,-4.242640687119285
Kepler-1802,Kepler-1802 b,2021-12-05,2,0.0653,0.0,0.0,1.8657046843217633,0.6748067015879613,-0.5144099783410665,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
K2-384,K2-384 b,2022-03-16,5,0.027002938150776767,0.0,0.0,1.1591612760094365,0.6627143464653171,-0.4794436632791652,0.12200879700142936,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-2+-3+-4+4-5+-,0.0,0.0,-0.0
K2-384,K2-384 c,2022-03-16,5,0.033284556803521395,0.0,0.0,1.3046632455799607,0.8966187726152024,-0.5870268490823832,0.12200879700142936,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-2+-3+-4+4-5+-,0.0,0.0,-0.0
K2-384,K2-384 d,2022-03-16,5,0.04110896797009023,0.0,0.0,1.886924453528001,1.038925666759996,-0.7286373955322283,0.12200879700142936,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-2+-3+-4+4-5+-,0.0,0.0,-0.0
K2-384,K2-384 e,2022-03-16,5,0.05210034734137429,0.0,0.0,1.9027165786424933,1.058847365388135,-0.7316429151218367,0.12200879700142936,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-2+-3+-4+4-5+-,0.0,0.0,-0.0
K2-384,K2-384 f,2022-03-16,5,0.06130245943400316,0.0,0.0,4.387490881121179,2.4131319971415053,-1.4911993756152455,0.12200879700142936,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-2+-3+-4+4-5+-,0.0,0.0,-0.0
EPIC 206042996,EPIC 206042996 b,2022-03-28,2,0.03720373808769726,0.0,0.0,4.115099798136914,2.360233641321484,-1.4919680983275971,0.31066330191540814,0.0,0.0,90.5,3.0,-3.0,0.0,4.242640687119285,-4.242640687119285,01+-2+-4+4-5+-,0.0,4.242640687119285,-4.242640687119285
K2-183,K2-183 b,2022-03-28,3,0.009980832835476981,0.0,0.0,3.0137864570507857,1.5295511541862186,-1.033892290366586,0.20543615100312596,0.0,0.0,57.56699999999999,38.116,-9.975,32.07050000000001,38.121164885795395,-10.004559822900756,01+-2+-4+4-5+-,32.07050000000001,38.121164885795395,-10.004559822900756
K2-183,K2-183 c,2022-03-28,3,0.09110497168740786,0.0012,-0.0012,7.561167234425647,2.4621642867104923,-1.9701515542876171,0.20543615100312596,0.0,0.0,89.457,1.5285,-1.8365,0.1805000000000092,1.652291893098795,-1.9908100110256628,01+-2+-5+-,0.1805000000000092,1.652291893098795,-1.9908100110256628
K2-183,K2-183 d,2022-03-28,3,0.16767997338820745,0.002,-0.002,9.107245368232796,3.267297734233166,-2.5122585018166212,0.20543615100312596,0.0,0.0,89.6375,0.6275000000000001,-0.7685,0.0,0.8874190103891172,-1.0868231226837235,01+-2+-5+-,0.0,0.8874190103891172,-1.0868231226837235
K2-187,K2-187 b,2022-03-28,4,0.014757327759211212,0.0002,-0.0002,2.340906382235534,1.2188803929992034,-0.8161977554540747,0.15319315421743498,0.0,0.0,85.815,7.9125,-9.8675,3.07650000000001,8.147689764589714,-10.16758871365281,01+-2+-5+-,3.07650000000001,8.147689764589714,-10.16758871365281
K2-187,K2-187 c,2022-03-28,4,0.03508312501669851,0.0005,-0.0005,4.477853285553138,2.359138119183662,-1.4931041467855177,0.15319315421743498,0.0,0.0,88.23349999999999,3.9185,-5.499499999999999,0.6580000000000155,4.373995256055955,-6.0213623250889,01+-2+-5+-,0.6580000000000155,4.373995256055955,-6.0213623250889
K2-187,K2-187 d,2022-03-28,4,0.07018788775488619,0.0009,-0.0009,11.838727756649238,4.700517422078626,-3.529025863720168,0.15319315421743498,0.0,0.0,88.89150000000001,1.9435,-2.452,0.0,2.7485240584721105,-3.467651654938829,01+-2+-5+-,0.0,2.7485240584721105,-3.467651654938829
K2-187,K2-187 e,2022-03-28,4,0.10836519764839808,0.0013,-0.0013,6.462632226102537,2.2518794605839663,-1.6058508984920605,0.15319315421743498,0.0,0.0,89.535,0.8755,-1.659,-0.6434999999999889,2.131593887212102,-2.960504180034205,01+-2+-5+-,-0.6434999999999889,2.131593887212102,-2.960504180034205
K2-282,K2-282 c,2022-03-28,2,0.013951401782886473,0.0,0.0,3.9004477348865754,1.7831000723783559,-1.3736339064652934,0.31066330191540814,0.0,0.0,91.3,10.0,-10.0,-1.2000000000000028,10.770329614269007,-10.44030650891055,01+-2+-4+4-5+-,-1.2000000000000028,10.770329614269007,-10.44030650891055
K2-223,K2-223 b,2022-03-28,2,0.015346541961175119,0.0001,-0.0001,0.597026433890246,0.24887627352865116,-0.18940616871762828,0.31066330191540814,0.0,0.0,85.60249999999999,8.053,-12.032499999999999,2.9244999999999948,8.562306348175124,-12.522995907529475,01+-2+-5+-,2.9244999999999948,8.562306348175124,-12.522995907529475
K2-223,K2-223 c,2022-03-28,2,0.0549,0.0003,-0.0003,3.866787443536187,1.4950689532846138,-1.4615210277371795,0.31066330191540814,0.0,0.0,88.52699999999999,2.909,-3.4705,0.0,4.113947252943333,-4.908028168215826,01+-2+-5+-,0.0,4.113947252943333,-4.908028168215826
HR 8799,HR 8799 e,2019-06-24,4,16.4,0.5,-0.5,3178.3,2224.81,-1271.32,0.15,0.08,-0.08,27.975,4.715,-4.715,0.0,6.668016946589143,-6.668016946589143,05+-,0.0,6.668016946589143,-6.668016946589143
Kepler-913,Kepler-913 b,2016-05-06,2,0.091,0.0,0.0,7.721729664559394,4.699746191158409,-2.977994146956897,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-534,Kepler-534 c,2021-12-05,2,0.0761,0.0,0.0,1.208969595483281,0.47240402121516767,-0.39564012454324504,0.0,0.0,0.0,88.24,0.0,0.0,1.710000000000008,0.0,-0.0,01+1-2+-3+3-4+4-5+-,1.710000000000008,0.0,-0.0
HD 68988,HD 68988 b,2018-09-04,2,0.0703,0.00097,-0.00099,606.161785,31.783,-31.783,0.13245,0.00935,-0.00935,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Kepler-347,Kepler-347 b,2014-05-14,3,0.10891737534626819,0.0,0.0,5.160074270386996,2.9864101990462064,-2.5006509313652603,0.0,0.0,0.0,85.94,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
HR 8799,HR 8799 b,2014-05-14,4,68.0,1.85,-1.85,2000.0,1000.0,-600.0,0.15319315421743498,0.0,0.0,34.135,5.975,-5.975,-6.159999999999997,7.611297524075642,-7.611297524075642,01+-5+-,-6.159999999999997,7.611297524075642,-7.611297524075642
Kepler-343,Kepler-343 c,2014-05-14,2,0.1609,0.0,0.0,4.602794622296784,2.437553594153722,-1.8106842104538385,0.0,0.0,0.0,89.95,0.0,0.0,-4.010000000000005,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-4.010000000000005,0.0,-0.0
Kepler-416,Kepler-416 b,2014-05-28,3,0.0669,0.0,0.0,58.2,53.4,-39.5,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-268,Kepler-268 b,2014-05-14,2,0.17753694263322473,0.0,0.0,7.072847133232779,4.104832055447945,-2.652893661212639,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-225,Kepler-225 c,2014-05-14,2,0.11685000000000001,0.00554,-0.00554,4.590007171938699,2.7041248359072076,-1.3910186269908338,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-5+-,0.0,0.0,-0.0
Kepler-520,Kepler-520 b,2016-05-06,2,0.1487,0.0,0.0,3.9313084138078738,1.8848771371677309,-1.3859271112477431,0.0,0.0,0.0,88.81,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-295,Kepler-295 c,2014-05-14,3,0.1408,0.0,0.0,1.6794658998182626,1.9330099956509876,-1.1255192458538488,0.0,0.0,0.0,89.38,0.0,0.0,-3.1850000000000023,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-3.1850000000000023,0.0,-0.0
Kepler-295,Kepler-295 d,2014-05-14,3,0.1945,0.0,0.0,4.069923245448973,3.160112881356355,-2.657536159457141,0.0,0.0,0.0,86.195,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-949,Kepler-949 b,2016-05-06,2,0.0774,0.0,0.0,9.30294175783126,12.006833935085659,-5.613377450662851,0.0,0.0,0.0,89.38,0.0,0.0,-1.1400000000000006,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.1400000000000006,0.0,-0.0
Kepler-286,Kepler-286 c,2014-05-14,4,0.04468944218954046,0.0,0.0,2.921526724209727,2.0430949799692435,-1.4189560962271828,0.0,0.0,0.0,89.38,0.0,0.0,0.5700000000000074,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.5700000000000074,0.0,-0.0
CoRoT-24,CoRoT-24 b,2018-06-06,2,0.056,0.002,-0.002,5.7,0.0,0.0,0.0,0.0,0.0,86.5,2.0,-2.0,2.5,2.23606797749979,-2.5612496949731396,01+1-2+2-5+-,2.5,2.23606797749979,-2.5612496949731396
Kepler-79,Kepler-79 d,2016-03-09,4,0.287,0.004,-0.004,8.65,2.1500000000000004,-1.9000000000000001,0.0,0.059,-0.023,89.95,0.07,-0.03,0.0,0.09899494936611666,-0.09486832980505137,05+-,0.0,0.09899494936611666,-0.09486832980505137
Kepler-293,Kepler-293 b,2014-05-14,2,0.1402,0.0,0.0,10.008161661990396,6.695402915020281,-4.177430890216404,0.0,0.0,0.0,89.95,0.0,0.0,-1.1400000000000006,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-1.1400000000000006,0.0,-0.0
Kepler-229,Kepler-229 d,2014-05-14,3,0.217,0.0,0.0,14.904413621604759,6.900268348764877,-5.2170920481702225,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-903,Kepler-903 b,2016-05-06,2,0.092,0.0,0.0,4.177767811061079,2.7177590030071235,-2.267568557535709,0.0,0.0,0.0,80.79,0.0,0.0,6.299999999999997,0.0,-0.0,01+1-2+-3+3-4+4-5+-,6.299999999999997,0.0,-0.0
K2-5,K2-5 b,2016-07-06,2,0.05065,0.0014,-0.0014,4.9566470869179335,2.496090127807755,-1.8187865906268423,0.31066330191540814,0.0,0.0,87.35,1.88,-3.37,-0.3999999999999915,3.1040779629384314,-4.17825322353732,01+-2+-5+-,-0.3999999999999915,3.1040779629384314,-4.17825322353732
K2-413,K2-413 b,2022-11-07,2,0.0117,0.0009,-0.0012,0.34552948413166906,0.11761953349726478,-0.09298017249840135,0.31066330191540814,0.0,0.0,89.952,6.025,-6.147,0.046999999999997044,6.081085511650038,-6.200399422617869,01+-2+-5+-,0.046999999999997044,6.081085511650038,-6.200399422617869
K2-414,K2-414 c,2022-11-07,2,0.0552,0.0017,-0.0023,4.640746393761255,3.8450424655300957,-1.012927748782416,0.31066330191540814,0.0,0.0,89.997,0.683,-0.679,0.0,0.965907863100824,-0.9602510088513316,01+-2+-5+-,0.0,0.965907863100824,-0.9602510088513316
K2-414,K2-414 b,2022-11-07,2,0.0487,0.0027,-0.0031,1.7706762192608236,0.5626340708474005,-0.4374427293352259,0.31066330191540814,0.0,0.0,90.004,1.393,-1.399,-0.007000000000005002,1.5514309523791254,-1.5550697733542378,01+-2+-5+-,-0.007000000000005002,1.5514309523791254,-1.5550697733542378
Kepler-1254,Kepler-1254 d,2016-05-06,3,0.058,0.0,0.0,2.4254039125090334,1.128373835585787,-0.802840690131472,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-188,Kepler-188 c,2014-05-14,2,0.06470000000000001,0.0,0.0,10.414001360616387,8.429481290110223,-4.788848365807722,0.0,0.0,0.0,87.09,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-269,Kepler-269 b,2014-05-14,2,0.06005,0.0,0.0,7.034610561493488,4.164468861984539,-2.913555459228485,0.0,0.0,0.0,88.24,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-80,Kepler-80 c,2016-08-04,6,0.07880080708766116,0.00198,-0.00198,6.74,1.23,-0.86,0.0,0.0,0.0,89.95,0.47,-0.57,-0.19000000000001194,0.6576473218982952,-0.8421995013059554,01+1-5+-,-0.19000000000001194,0.6576473218982952,-0.8421995013059554
Kepler-257,Kepler-257 d,2014-05-14,3,0.15764044883283612,0.0,0.0,18.5011689672834,22.112343394770367,-12.28734542143679,0.0,0.0,0.0,88.81,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-222,Kepler-222 c,2014-05-14,3,0.08868159023125988,0.0,0.0,23.56201202672398,18.30679638492556,-11.45989136206,0.0,0.0,0.0,87.66,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-353,Kepler-353 b,2014-05-14,2,0.0519,0.0,0.0,1.1473971522030748,0.7323153300662122,-0.48405529259476054,0.0,0.0,0.0,87.09,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
HD 108874,HD 108874 c,2014-05-14,2,2.68,0.11,-0.11,323.537,25.035,-25.035,0.252,0.035500000000000004,-0.035500000000000004,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Kepler-372,Kepler-372 c,2014-05-14,3,0.1528,0.0,0.0,6.994505821554989,3.863419031890259,-2.745625210479705,0.0,0.0,0.0,84.8,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-937,Kepler-937 c,2016-05-06,2,0.5545,0.0,0.0,6.646492742895173,4.321280902494152,-2.8823128279675134,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-172,Kepler-172 e,2014-05-14,4,0.20631576793704967,0.0,0.0,7.723642794365622,4.159460385151615,-2.7236954626292817,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-174,Kepler-174 d,2014-05-14,3,0.677,0.0,0.0,5.8587459993145075,1.8895609871652859,-1.2920159624081444,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-968,Kepler-968 b,2016-05-06,3,0.04,0.0,0.0,3.905669930936921,2.0015188519930707,-1.3759281468847093,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-968,Kepler-968 c,2016-05-06,3,0.05375434067733378,0.0,0.0,3.1468808958266807,1.311586136238022,-1.03710303599413,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
HD 39194,HD 39194 d,2021-11-02,3,0.185,0.0033,-0.0033,4.0,0.6,-0.6,0.333,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+1-3+-5+-,0.0,0.0,-0.0
NN Ser,NN Ser d,2014-05-14,2,3.41,0.12000000000000001,-0.12000000000000001,727.8109999999999,139.835,-139.835,0.19,0.05,-0.05,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Kepler-321,Kepler-321 b,2014-05-14,2,0.05713714917686537,0.0,0.0,3.987372953205844,2.3397087487289423,-1.573073830627076,0.0,0.0,0.0,84.8,0.0,0.0,4.010000000000005,0.0,-0.0,01+1-2+-3+3-4+4-5+-,4.010000000000005,0.0,-0.0
Kepler-326,Kepler-326 d,2014-05-14,3,0.06709480417895847,0.0,0.0,6.9,8.5,-5.9,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-3+3-4+4-5+-,0.0,0.0,-0.0
K2-58,K2-58 c,2016-07-14,3,0.029688582993982412,0.0011,-0.0011,3.7847291137712418,2.19485310748472,-1.4288357642333271,0.20543615100312596,0.0,0.0,86.1,2.845,-7.308,2.7550000000000097,2.964160758123621,-7.474531757909655,01+-2+-5+-,2.7550000000000097,2.964160758123621,-7.474531757909655
K2-240,K2-240 c,2018-06-26,2,0.1159,0.002,-0.002,4.4947034716466545,2.343010146385531,-1.471739621510047,0.31066330191540814,0.0,0.0,89.66,0.22,-0.26,-0.3999999999999915,0.5554277630799527,-0.6907966415668217,01+-2+-5+-,-0.3999999999999915,0.5554277630799527,-0.6907966415668217
HD 50499,HD 50499 b,2019-06-24,2,3.86,0.05450000000000001,-0.05450000000000001,460.8535,26.37976,-27.65107,0.27,0.046,-0.045,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
K2-368,K2-368 c,2022-03-16,3,0.07061920554461476,0.0,0.0,2.5441503513748867,1.175014665039499,-0.8641013299718738,0.20543615100312596,0.0,0.0,90.0,0.0,0.0,0.0,0.0,-0.0,01+-2+-3+-4+4-5+-,0.0,0.0,-0.0
K2-381,K2-381 d,2022-03-16,3,0.1822239091535412,0.0,0.0,3.434340950384724,1.764624738074096,-1.2045297947453717,0.20543615100312596,0.0,0.0,89.478,0.379,-0.731,-0.6799999999999926,0.99870766493504,-2.4582046293992694,01+-2+-4+4-5+-,-0.6799999999999926,0.99870766493504,-2.4582046293992694
HR 8799,HR 8799 d,2014-05-14,4,25.485,0.73,-0.73,3000.0,1000.0,-1000.0,0.6,0.0,0.0,41.815,5.42,-5.42,-13.839999999999996,7.183844722709421,-7.183844722709421,01+1-5+-,-13.839999999999996,7.183844722709421,-7.183844722709421
Kepler-268,Kepler-268 c,2014-05-14,2,0.3869428627128415,0.0,0.0,8.037436697230188,4.962245489660134,-3.1590578158281657,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-340,Kepler-340 b,2014-05-14,2,0.14563250295980262,0.0,0.0,9.472054095437205,5.914158056658273,-3.627619700499035,0.0,0.0,0.0,88.24,0.0,0.0,1.710000000000008,0.0,-0.0,01+1-2+-3+3-4+4-5+-,1.710000000000008,0.0,-0.0
K2-8,K2-8 b,2016-07-06,2,0.0856,0.0014,-0.0014,10.491923679285232,5.7830642908990555,-3.896595422952326,0.31066330191540814,0.0,0.0,86.42,2.56,-1.37,0.0,3.6203867196751234,-1.9374725804511403,01+-2+-5+-,0.0,3.6203867196751234,-1.9374725804511403
K2-172,K2-172 c,2018-02-14,2,0.16435681393692456,0.0,0.0,11.753379977048215,4.046593576747172,-3.2359542744949508,0.31066330191540814,0.0,0.0,89.2485,0.524,-0.764,0.0,0.7410479066835018,-1.0804591616530446,01+-2+-4+4-5+-,0.0,0.7410479066835018,-1.0804591616530446
Kepler-116,Kepler-116 c,2014-05-14,2,0.11586059353413693,0.0,0.0,5.671873800609957,2.6979306340437788,-2.0383871506861695,0.0,0.0,0.0,89.95,0.0,0.0,-2.8599999999999994,0.0,-0.0,01+1-2+-3+3-4+4-5+-,-2.8599999999999994,0.0,-0.0
Kepler-155,Kepler-155 c,2014-05-14,2,0.2417868542307023,0.0092,-0.0139,4.910389972081875,2.3445089376900716,-1.577813574917276,0.0,0.0,0.0,89.775,0.009,-0.032,-3.2550000000000097,0.009219544457292887,-0.3713812057711052,01+1-2+-5+-,-3.2550000000000097,0.009219544457292887,-0.3713812057711052
Kepler-405,Kepler-405 c,2014-05-14,2,0.1858,0.0,0.0,16.237050895906386,13.571814092685617,-8.096281847340181,0.0,0.0,0.0,87.66,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
HD 10180,HD 10180 f,2015-06-24,6,0.4929,0.0078,-0.0078,23.423665,1.4468999999999999,-1.4468999999999999,0.127,0.05,-0.05,90.0,0.0,0.0,0.0,0.0,-0.0,03+3-5+-,0.0,0.0,-0.0
HD 34445,HD 34445 d,2017-10-23,6,0.4817,0.0033,-0.0033,30.7,3.9,-3.9,0.027,0.051,-0.027,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Kepler-174,Kepler-174 c,2014-05-14,3,0.214,0.0,0.0,3.4565091364183007,0.9586701168248308,-1.1056712800723267,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-303,Kepler-303 b,2014-05-14,2,0.02451,0.00088,-0.00088,0.7430318015330972,0.3872614710829405,-0.2722481260040555,0.0,0.0,0.0,89.38,0.0,0.0,0.5700000000000074,0.0,-0.0,01+1-2+-3+3-5+-,0.5700000000000074,0.0,-0.0
Kepler-191,Kepler-191 d,2016-05-06,3,0.06131181270889369,0.0,0.0,6.154338920643557,2.70617489203995,-1.9771581345429725,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-319,Kepler-319 c,2014-05-14,3,0.07097559811149781,0.0,0.0,18.34225857211821,14.594944333881571,-8.90263194633864,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
NY Vir,NY Vir b,2019-10-18,2,3.253207121624995,0.0,0.0,845.4278,82.6358,-82.6358,0.295,0.125,-0.125,90.0,0.0,0.0,0.0,0.0,-0.0,03+-4+4-5+-,0.0,0.0,-0.0
NN Ser,NN Ser c,2014-05-14,2,5.365,0.13,-0.13,2262.855,135.0705,-135.0705,0.08,0.05,-0.05,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Kepler-178,Kepler-178 b,2014-05-14,3,0.085,0.0,0.0,8.787289291110326,6.582108808361289,-3.8854481161049055,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-284,Kepler-284 c,2014-05-14,2,0.21276272972068816,0.0,0.0,8.276524495943072,4.891014648962281,-3.1522284470507396,0.0,0.0,0.0,89.38,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
Kepler-225,Kepler-225 b,2014-05-14,2,0.059,0.0028,-0.0028,2.4656091572776733,1.2574961383180607,-0.8622012379742947,0.0,0.0,0.0,84.22,0.0,0.0,5.730000000000004,0.0,-0.0,01+1-2+-3+3-5+-,5.730000000000004,0.0,-0.0
Kepler-207,Kepler-207 d,2014-05-14,3,0.0655249416147444,0.0,0.0,8.558645037316545,5.6665352176250305,-3.4624459976196187,0.0,0.0,0.0,89.95,0.0,0.0,0.0,0.0,-0.0,01+1-2+-3+3-4+4-5+-,0.0,0.0,-0.0
HD 34445,HD 34445 e,2017-10-23,6,0.2687,0.0019,-0.0019,16.8,2.9,-2.9,0.09,0.062,-0.062,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Kepler-80,Kepler-80 d,2016-08-04,6,0.037,0.00092,-0.00092,5.225,0.745,-0.5549999999999999,0.0,0.0,0.0,85.94,1.12,-1.51,3.819999999999993,1.210784869413225,-1.6323296235748463,01+1-5+-,3.819999999999993,1.210784869413225,-1.6323296235748463
Kepler-1254,Kepler-1254 c,2016-05-06,3,0.0425,0.0,0.0,2.298921020215899,0.9716987952298712,-0.7799009079149963,0.0,0.0,0.0,88.24,0.0,0.0,1.1400000000000006,0.0,-0.0,01+1-2+-3+3-4+4-5+-,1.1400000000000006,0.0,-0.0
HD 13908,HD 13908 c,2014-05-14,2,2.03,0.04,-0.04,1630.4,79.45,-79.45,0.12,0.02,-0.02,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
Kepler-310,Kepler-310 d,2014-05-14,3,0.3953,0.0,0.0,7.0,3.4,-4.1,0.0,0.0,0.0,89.38,0.0,0.0,-0.5699999999999932,0.0,-0.0,01+1-3+3-4+4-5+-,-0.5699999999999932,0.0,-0.0
Kepler-953,Kepler-953 c,2016-05-06,2,0.0878,0.0,0.0,1.499335497706095,0.6233772951628949,-0.46266659302374613,0.0,0.0,0.0,88.24,0.0,0.0,1.1400000000000006,0.0,-0.0,01+1-2+-3+3-4+4-5+-,1.1400000000000006,0.0,-0.0
GJ 3138,GJ 3138 d,2017-03-29,3,0.698,0.018,-0.019,10.5,2.3,-2.1,0.32,0.2,-0.21,90.0,0.0,0.0,0.0,0.0,-0.0,03+-5+-,0.0,0.0,-0.0
